time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-12-12T07:50:52.930Z,38.1497,-118.1008,6.4,4.9,ml,30,43.01,0.04,0.1745,nn,nn00791435,2021-02-20T16:11:27.040Z,"26 km S of Mina, Nevada",earthquake,,1.1,0.2,13,reviewed,nn,nn
2020-12-14T21:20:10.831Z,38.1554,-118.1231,5.2,4.7,ml,33,42.76,0.056,0.1432,nn,nn00792158,2022-06-16T17:57:12.563Z,"26 km S of Mina, Nevada",earthquake,,1.8,0.51,12,reviewed,nn,nn
2021-03-31T08:56:25.940Z,32.3903333,-115.2498333,19.22,4.75,mw,54,71,0.05499,0.32,ci,ci39596135,2021-06-08T17:59:22.040Z,"7km NW of Delta, B.C., MX",earthquake,0.46,0.94,,6,reviewed,ci,ci
2021-06-05T17:55:58.820Z,33.14,-115.6348333,5.78,5.25,mw,84,33,0.04069,0.23,ci,ci39919392,2023-05-22T00:26:26.240Z,"11km W of Calipatria, CA",earthquake,0.17,0.41,,6,reviewed,ci,ci
2022-01-06T00:28:07.010Z,37.3338333,-117.9023333,9.5,4.75,mw,65,70,0.3206,0.1,nc,nc73674211,2022-03-12T22:19:11.040Z,"8km ESE of Deep Springs, CA",earthquake,0.22,0.57,,4,reviewed,nc,nc
2022-02-15T21:16:24.065Z,38.1814,-117.7833,4.1,4.7,ml,23,33.3,0.12,0.132,nn,nn00833903,2022-04-30T14:18:16.040Z,"36 km SE of Mina, Nevada",earthquake,,3.5,0.14,7,reviewed,nn,nn
2022-04-15T04:30:55.980Z,31.9305,-116.8925,14.51,4.53,mw,27,234,0.2038,0.23,ci,ci40236864,2023-04-27T17:29:58.320Z,"20km W of El Sauzal, B.C., MX",earthquake,0.8,1.06,,6,reviewed,ci,ci
2022-07-15T01:19:07.000Z,35.7091667,-117.5843333,6.3,4.58,mw,60,43,0.08708,0.19,ci,ci40063391,2022-12-06T04:12:22.000Z,"13km NE of Ridgecrest, CA",earthquake,0.13,0.47,,6,reviewed,ci,ci
2023-07-16T19:16:05.100Z,31.5663333,-114.4146667,5.97,4.57,mw,14,127,0.4826,0.33,ci,ci39614322,2023-09-28T21:33:31.040Z,"89km SE of Estacion Coahuila, B.C., MX",earthquake,0.53,31.61,,6,reviewed,ci,ci
2023-08-20T21:41:00.970Z,34.4085,-119.1883333,4.84,5.08,mw,115,27,0.05069,0.35,ci,ci39645386,2024-11-05T04:01:44.073Z,"7 km SE of Ojai, CA",earthquake,0.25,0.69,,6,reviewed,ci,ci
2023-12-01T07:43:27.480Z,32.7518333,-115.8728333,8.69,4.8,mw,95,29,0.1121,0.26,ci,ci39720706,2024-10-21T23:22:41.422Z,"11 km E of Ocotillo, CA",earthquake,0.17,0.56,,6,reviewed,ci,ci
2024-02-09T21:47:27.320Z,34.0575,-118.9076667,15.28,4.61,mw,139,120,0.0536,0.28,ci,ci40664632,2024-10-21T23:37:02.078Z,"11 km WNW of Malibu, CA",earthquake,0.23,0.28,,6,reviewed,ci,ci
2024-02-12T08:36:25.460Z,32.8135,-115.5735,17.93,4.81,mw,71,39,0.05943,0.34,ci,ci40666288,2024-09-09T23:14:28.778Z,"3 km NNW of El Centro, CA",earthquake,0.3,0.56,,6,reviewed,ci,ci
2024-02-12T08:42:48.620Z,32.7998333,-115.5655,15.76,4.56,mw,69,39,0.0541,0.3,ci,ci40666368,2024-09-09T23:45:12.994Z,"2 km NNW of El Centro, CA",earthquake,0.25,0.39,,6,reviewed,ci,ci
2024-05-12T18:22:42.200Z,32.4246667,-115.2405,8.49,4.86,mw,39,44,0.05479,0.38,ci,ci40746912,2024-09-09T23:11:15.711Z,"9 km NNW of Delta, B.C., MX",earthquake,0.4,1.1,,6,reviewed,ci,ci
2024-05-12T19:04:00.050Z,32.4115,-115.247,11.21,4.58,mw,38,44,0.0497,0.39,ci,ci40747088,2024-07-20T22:20:09.040Z,"8 km NW of Delta, B.C., MX",earthquake,0.43,1.02,,6,reviewed,ci,ci
2024-06-05T11:58:40.930Z,32.4225,-115.1796667,15.58,4.57,mw,37,55,0.06498,0.38,ci,ci40614823,2024-10-09T06:19:30.798Z,"8 km N of Delta, B.C., MX",earthquake,0.49,0.82,,6,reviewed,ci,ci
2024-07-29T20:00:52.590Z,34.9503333,-116.7866667,7.26,4.89,mw,53,57,0.1882,0.16,ci,ci40675215,2024-10-22T00:43:25.107Z,"22 km ENE of Barstow, CA",earthquake,0.14,0.72,,6,reviewed,ci,ci
2024-08-07T04:09:56.760Z,35.109,-119.097,11.6,5.22,mw,101,21,0.05144,0.26,ci,ci40865184,2024-11-20T04:20:09.898Z,"24 km SW of Lamont, CA",earthquake,0.19,0.78,,6,reviewed,ci,ci
2024-08-07T04:10:44.540Z,35.1088333,-119.115,11.98,4.6,ml,49,50,0.05627,0.24,ci,ci40865192,2024-10-24T17:56:51.040Z,"25 km SW of Lamont, CA",earthquake,0.22,0.79,0.118,30,reviewed,ci,ci
2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.69,mw,145,101,0.03238,0.29,ci,ci40731623,2024-11-21T14:38:34.572Z,"6 km N of Malibu, CA",earthquake,0.23,0.34,,6,reviewed,ci,ci
2024-10-25T08:05:08.290Z,36.6016667,-117.0911667,3.98,4.72,mw,35,146,0.3829,0.17,ci,ci40964128,2024-11-20T08:00:43.463Z,"5 km E of Stovepipe Wells, CA",earthquake,0.31,31.61,,6,reviewed,ci,ci
2024-10-25T15:04:23.620Z,36.5508333,-117.056,4.58,4.54,ml,34,147,0.5094,0.16,ci,ci40964384,2024-11-16T20:12:30.928Z,"10 km SE of Stovepipe Wells, CA",earthquake,0.26,31.61,0.109,15,reviewed,ci,ci
